,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175
4680,STRONG,TOUGH,STRUCTURAL,WOOD,MATERIALS,AND,METHODS,FOR,FABRICATING,AND,USE,THEREOF,A,super,wood,structure,wood,material,chemical,treatment,lignin,therefrom,wood,wood,nanofibers,cell,walls,wood,direction,direction,lumina,extend,lumina,collapse,fluid,wood,result,cell,bonds,cellulose,nanofibers,strength,toughness,wood,properties,modifying,manipulating,wood,applications,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4681,PROGRAMMABLE,SOFT,MATERIALS,CONTAINING,FERROMAGNETIC,DOMAINS,AND,METHODS,OF,MAKING,A,material,matrix,particles,magnetization,pattern,field,shape,material,shape,shape,magnetization,pattern,shape,material,ink,fields,nozzle,particles,rise,magnetization,pattern,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4682,dryer,invention,ring,dryer,housing,cover,top,housing,base,bottom,housing,feeding,system,material,flows,material,coating,assembly,extrusion,assembly,scraper,cylinders,radii,cylinders,heat,medium,flow,path,groove,cylinders,outlet,end,feeding,system,material,feeding,system,groove,outlet,material,coating,assembly,extrusion,assembly,discharging,scraper,groove,groove,relative,cylinders,blade,scraper,contact,surface,cylinder,surface,cylinder,invention,advantages,area,material,material,components,invention,friction,material,components,service,life,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4683,PROCESS,FOR,MANUFACTURING,A,FIBROUS,MATERIAL,PRE-IMPREGNATED,WITH,THERMOPLASTIC,POLYMER,IN,POWDER,FORM,invention,process,material,fibre,material,polymer,matrix,material,ribbon,plurality,ribbons,method,impregnation,step,core,material,form,roving,rovings,polymer,powder,form,step,impregnation,polymer,material,D90/D10,ratio,volume,polymer,particles,ratio,diameter,volume,D50,polymer,particles,diameter,unit,fibres,material,impregnation,process,suspension,material,carbon,fibres,polymer,D50/mean,unit,fibre,diameter,ratio,process,charge,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4684,METHOD,FOR,MANUFACTURING,A,FIBROUS,MATERIAL,IMPREGNATED,WITH,THERMOPLASTIC,POLYMER,A,method,material,material,fibers,polymer,matrix,method,material,form,roving,rovings,material,matrix,molten,state,polymer,pre-impregnation,step,means,heat-conducting,part,E,heating,system,exception,calendar,roving,rovings,contact,part,surface,part,E,surface,part,E,level,heating,system,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4685,METHOD,FOR,APPLYING,AN,EXTRUDED,SEAL,TO,A,SURFACE,A,method,sealant,surface,dose,material,extruder,dose,surface,object,compression,dose,seal,extruder,outlet,doses,dose,outlet,supply,material,extruder,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4686,COMPOSITE,MATERIAL,MOLDING,JIG,AND,COMPOSITE,MATERIAL,MOLDING,METHOD,A,material,molding,jig,member,base,material,resin,plate,member,member,material,expansion,coefficient,equivalent,expansion,coefficient,member,space,serving,mold,member,surface,direction,member,material,material,member,space,member,surface,direction,fiber,base,material,space,member,member,space,member,member,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4687,METHOD,FOR,PROTOTYPING,AND,MANUFACTURING,HIGH-CONTOUR,STRUCTURES,OF,ORIENTED,THERMOPLASTICS,AND,ORIENTED,THERMOPLASTIC,COMPOSITES,A,method,structures,pressure,differential,consolidation,temperatures,use,press,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4688,Bladder,System,Curing,Composite,structure,plurality,walls,bladder,cavity,bladder,cavity,cross,section,size,plurality,wave,features,plurality,walls,bladder,cavity,arrangement,plurality,wave,features,structure,cross,section,size,cross,section,size,structure,charge,cure,cross,section,size,cross,size,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4689,SYSTEMS,AND,METHODS,FOR,ROTATIONAL,MOLDING,A,mold,system,molds,cavity,molds,material,cavity,molds,heaters,mold,platen,contact,mold,heat,molds,material,mold,cavities,material,inside,walls,molds,molds,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4690,Machine,Methods,Articles,Processes,manufacturing,articles,application,compression,materials,articles,embodiments,devices,compression,processes,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4691,PACKAGING,TRAY,AND,METHOD,OF,MANUFACTURE,Thermoplastic,packaging,trays,product,film,methods,tray,edge,region,tearing,overwrap,film,embodiments,tray,edge,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4692,EYELET,FOR,BIOMEDICAL,ELECTRODE,AND,PROCESS,FOR,PRODUCTION,THEREOF,A,process,eyelet,electrode,e.g,electrocardiogram,ECG,electrode,resin,film,web,eyelets,eyelet,post,protruding,face,film,flange,face,film,coating,material,e.g,material,face,flange,film,eyelets,web,process,extrusion,replication,web,eyelets,electrodes,film,resin,plurality,posts,face,film,layer,material,face,film,process,process,processes,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4693,ROSIN,PRESS,SYSTEM,Described,rosin,press,system,rosin,oil,plant,material,rosin,press,system,plate,protrusion,plate,protrusion,plates,plant,material,plates,rosin,plant,material,drain,hole,middle,plate,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4694,MOLDING,PROCESS,AND,ASSEMBLY,FOR,FORMING,A,TWO,PART,COMPONENT,HAVING,AN,OPTIONAL,RIGID,SUBSTRATE,A,SECOND,STAGE,EXPANDABLE,POLYMERIC,STRUCTURAL,FOAM,A,compression,molding,technique,assembly,method,sealing,component,use,vehicle,pillar,part,mold,impression,cavity,part,resin,beads,granules,syrup,resin,mold,temperature,activation/expansion,concurrent,compression,substrate,nylon,mold,compression,resin,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4695,METAL,RESIN,COMPOSITE-MOLDED,ARTICLE,AND,METHOD,FOR,MANUFACTURING,SAME,A,metal,resin,article,deformation,laser,processing,technique,adhesion,metal,plate,resin,grooves,surface,metal,plate,means,laser,metal,plate,resin,article,resin,composition,metal,plate,thickness,μm,grooves,surface,metal,plate,resin,composition,width,grooves,μm,depth,grooves,%,thickness,metal,plate,ratio,width,depth,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,example,component,surface,edges,process,surface,surface,feature,surface,across,portion,surface,surface,plurality,micro-features,surface,light,image,authentication,mark,component,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4697,APPARATUS,AND,METHOD,FOR,SIMULTANEOUSLY,MANUFACTURING,A,PLURALITY,OF,SINGLE-USE,PLASTIC,MOLDS,FOR,MAKING,OPHTHALMIC,LENSES,THROUGH,INJECTION,MOLDING,apparatus,plurality,plastic,molds,comprises,—an,injection,tool,molding,tool,halves,tool,plurality,members,suction,molding,tool,halves,position,position.A,surface,molding,members,recesses,formation,pins,surface,plastic,mold,recesses,plastic,molds,molding,members,tool,direction,parallel,surface,space,surfaces,plastic,molds,gripper,members,space,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698,RESIN,TEMPERATURE,DETECTING,DEVICE,FOR,INJECTION,MOLDING,MACHINE,resin,temperature,device,injection,molding,machine,temperature,resin,resin,flow,passage,injection,molding,machine,part,resin,flow,passage,heat,part,SP,temperature,sensor,heat,position,vicinity,end,part,N,resin,flow,passage,part,part,portion,resin,flow,passage,diameter,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4699,POLYMERIC,FOAM,LAYER,AND,METHODS,OF,MAKING,THE,SAME,Polymeric,foam,layer,star,polymer,foam,layer,thickness,micrometers,methods,uses,foam,layers,finishing,pad,silicon,wafers,vibration,damping,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,EXTRUDING,SYSTEM,AND,METHOD,OF,EXTRUDING,extruding,system,unit,material,unit,material,blowing,agent,mixture,injection,unit,mixture,flow,control,element,unit,mixing,unit,flow,control,element,unit,injection,unit,method,material,unit,mixing,unit,blowing,agent,mixing,unit,material,blowing,agent,mixture,mixture,unit,injection,unit,mixture,injection,unit,flow,material,flow,control,element,flow,mixture,flow,control,element,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4701,DEVICES,SYSTEMS,AND,METHODS,FOR,EXTRUDING,MATERIALS,BEARING,MILLEFIORI-LIKE,PATTERNS,One,aspect,disclosure,devices,gaps,extrusion,assembly,extrusion,embodiment,sealing,device,protruding,edge,extrusion,material,gaps,piston,surface,barrel,device,fastener,sealing,device,piston,rings,gap,edge,barrel,surface,die,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
